Test. Epoch 0. Iter 111/168.0, IoU = 0.63
Test. Epoch 0. Iter 112/168.0, IoU = 0.63
Test. Epoch 0. Iter 113/168.0, IoU = 0.63
Test. Epoch 0. Iter 114/168.0, IoU = 0.63
Test. Epoch 0. Iter 115/168.0, IoU = 0.63
Test. Epoch 0. Iter 116/168.0, IoU = 0.63
Test. Epoch 0. Iter 117/168.0, IoU = 0.63
Test. Epoch 0. Iter 118/168.0, IoU = 0.63
Test. Epoch 0. Iter 119/168.0, IoU = 0.63
Test. Epoch 0. Iter 120/168.0, IoU = 0.63
Test. Epoch 0. Iter 121/168.0, IoU = 0.63
Test. Epoch 0. Iter 122/168.0, IoU = 0.63
Test. Epoch 0. Iter 123/168.0, IoU = 0.64
Test. Epoch 0. Iter 124/168.0, IoU = 0.64
Test. Epoch 0. Iter 125/168.0, IoU = 0.64
Test. Epoch 0. Iter 126/168.0, IoU = 0.64
Test. Epoch 0. Iter 127/168.0, IoU = 0.64
Test. Epoch 0. Iter 128/168.0, IoU = 0.64
Test. Epoch 0. Iter 129/168.0, IoU = 0.64
Test. Epoch 0. Iter 130/168.0, IoU = 0.64
Test. Epoch 0. Iter 131/168.0, IoU = 0.64
Test. Epoch 0. Iter 132/168.0, IoU = 0.64
Test. Epoch 0. Iter 133/168.0, IoU = 0.64
Test. Epoch 0. Iter 134/168.0, IoU = 0.64
Test. Epoch 0. Iter 135/168.0, IoU = 0.64
Test. Epoch 0. Iter 136/168.0, IoU = 0.64
Test. Epoch 0. Iter 137/168.0, IoU = 0.64
Test. Epoch 0. Iter 138/168.0, IoU = 0.64
Test. Epoch 0. Iter 139/168.0, IoU = 0.64
Test. Epoch 0. Iter 140/168.0, IoU = 0.64
Test. Epoch 0. Iter 141/168.0, IoU = 0.64
Test. Epoch 0. Iter 142/168.0, IoU = 0.64
Test. Epoch 0. Iter 143/168.0, IoU = 0.64
Test. Epoch 0. Iter 144/168.0, IoU = 0.64
Test. Epoch 0. Iter 145/168.0, IoU = 0.64
Test. Epoch 0. Iter 146/168.0, IoU = 0.64
Test. Epoch 0. Iter 147/168.0, IoU = 0.64
Test. Epoch 0. Iter 148/168.0, IoU = 0.64
Test. Epoch 0. Iter 149/168.0, IoU = 0.64
Test. Epoch 0. Iter 150/168.0, IoU = 0.64
Test. Epoch 0. Iter 151/168.0, IoU = 0.64
Test. Epoch 0. Iter 152/168.0, IoU = 0.64
Test. Epoch 0. Iter 153/168.0, IoU = 0.64
Test. Epoch 0. Iter 154/168.0, IoU = 0.64
Test. Epoch 0. Iter 155/168.0, IoU = 0.65
Test. Epoch 0. Iter 156/168.0, IoU = 0.65
Test. Epoch 0. Iter 157/168.0, IoU = 0.65
Test. Epoch 0. Iter 158/168.0, IoU = 0.65
Test. Epoch 0. Iter 159/168.0, IoU = 0.65
Test. Epoch 0. Iter 160/168.0, IoU = 0.65
Test. Epoch 0. Iter 161/168.0, IoU = 0.65
Test. Epoch 0. Iter 162/168.0, IoU = 0.65
Test. Epoch 0. Iter 163/168.0, IoU = 0.65
Test. Epoch 0. Iter 164/168.0, IoU = 0.65
Test. Epoch 0. Iter 165/168.0, IoU = 0.65
Test. Epoch 0. Iter 166/168.0, IoU = 0.65
Test. Epoch 0. Iter 167/168.0, IoU = 0.65
Test. Epoch 0. Iter 168/168.0, IoU = 0.65
Test. Epoch 1. Iter 1/168.0, IoU = 0.80
Test. Epoch 1. Iter 2/168.0, IoU = 0.80
Test. Epoch 1. Iter 3/168.0, IoU = 0.80
Test. Epoch 1. Iter 4/168.0, IoU = 0.79
Test. Epoch 1. Iter 5/168.0, IoU = 0.78
Test. Epoch 1. Iter 6/168.0, IoU = 0.78
Test. Epoch 1. Iter 7/168.0, IoU = 0.77
Test. Epoch 1. Iter 8/168.0, IoU = 0.78
Test. Epoch 1. Iter 9/168.0, IoU = 0.78
Test. Epoch 1. Iter 10/168.0, IoU = 0.77
Test. Epoch 1. Iter 11/168.0, IoU = 0.77
Test. Epoch 1. Iter 12/168.0, IoU = 0.77
Test. Epoch 1. Iter 13/168.0, IoU = 0.77
Test. Epoch 1. Iter 14/168.0, IoU = 0.77
Test. Epoch 1. Iter 15/168.0, IoU = 0.77
Test. Epoch 1. Iter 16/168.0, IoU = 0.77
Test. Epoch 1. Iter 17/168.0, IoU = 0.77
Test. Epoch 1. Iter 18/168.0, IoU = 0.77
Test. Epoch 1. Iter 19/168.0, IoU = 0.77
Test. Epoch 1. Iter 20/168.0, IoU = 0.77
Test. Epoch 1. Iter 21/168.0, IoU = 0.77
Test. Epoch 1. Iter 22/168.0, IoU = 0.76
Test. Epoch 1. Iter 23/168.0, IoU = 0.76
Test. Epoch 1. Iter 24/168.0, IoU = 0.76
Test. Epoch 1. Iter 25/168.0, IoU = 0.76
Test. Epoch 1. Iter 26/168.0, IoU = 0.76
Test. Epoch 1. Iter 27/168.0, IoU = 0.75
Test. Epoch 1. Iter 28/168.0, IoU = 0.75
Test. Epoch 1. Iter 29/168.0, IoU = 0.75
Test. Epoch 1. Iter 30/168.0, IoU = 0.74
Test. Epoch 1. Iter 31/168.0, IoU = 0.75
Test. Epoch 1. Iter 32/168.0, IoU = 0.75
Test. Epoch 1. Iter 33/168.0, IoU = 0.75
Test. Epoch 1. Iter 34/168.0, IoU = 0.75
Test. Epoch 1. Iter 35/168.0, IoU = 0.75
Test. Epoch 1. Iter 36/168.0, IoU = 0.75
Test. Epoch 1. Iter 37/168.0, IoU = 0.74
Test. Epoch 1. Iter 38/168.0, IoU = 0.73
Test. Epoch 1. Iter 39/168.0, IoU = 0.72
Test. Epoch 1. Iter 40/168.0, IoU = 0.72
Test. Epoch 1. Iter 41/168.0, IoU = 0.71
Test. Epoch 1. Iter 42/168.0, IoU = 0.70
Test. Epoch 1. Iter 43/168.0, IoU = 0.70
Test. Epoch 1. Iter 44/168.0, IoU = 0.69
Test. Epoch 1. Iter 45/168.0, IoU = 0.68
Test. Epoch 1. Iter 46/168.0, IoU = 0.68
Test. Epoch 1. Iter 47/168.0, IoU = 0.67
Test. Epoch 1. Iter 48/168.0, IoU = 0.67
Test. Epoch 1. Iter 49/168.0, IoU = 0.67
Test. Epoch 1. Iter 50/168.0, IoU = 0.66
Test. Epoch 1. Iter 51/168.0, IoU = 0.66
Test. Epoch 1. Iter 52/168.0, IoU = 0.66
Test. Epoch 1. Iter 53/168.0, IoU = 0.66
Test. Epoch 1. Iter 54/168.0, IoU = 0.66
Test. Epoch 1. Iter 55/168.0, IoU = 0.65
Test. Epoch 1. Iter 56/168.0, IoU = 0.65
Test. Epoch 1. Iter 57/168.0, IoU = 0.65
Test. Epoch 1. Iter 58/168.0, IoU = 0.64
Test. Epoch 1. Iter 59/168.0, IoU = 0.64
Test. Epoch 1. Iter 60/168.0, IoU = 0.64
Test. Epoch 1. Iter 61/168.0, IoU = 0.63
Test. Epoch 1. Iter 62/168.0, IoU = 0.63
Test. Epoch 1. Iter 63/168.0, IoU = 0.63
Test. Epoch 1. Iter 64/168.0, IoU = 0.63
Test. Epoch 1. Iter 65/168.0, IoU = 0.63
Test. Epoch 1. Iter 66/168.0, IoU = 0.63
Test. Epoch 1. Iter 67/168.0, IoU = 0.62
Test. Epoch 1. Iter 68/168.0, IoU = 0.62
Test. Epoch 1. Iter 69/168.0, IoU = 0.62
Test. Epoch 1. Iter 70/168.0, IoU = 0.62
Test. Epoch 1. Iter 71/168.0, IoU = 0.62
Test. Epoch 1. Iter 72/168.0, IoU = 0.62
Test. Epoch 1. Iter 73/168.0, IoU = 0.62
Test. Epoch 1. Iter 74/168.0, IoU = 0.62
Test. Epoch 1. Iter 75/168.0, IoU = 0.62
Test. Epoch 1. Iter 76/168.0, IoU = 0.62
Test. Epoch 1. Iter 77/168.0, IoU = 0.62
Test. Epoch 1. Iter 78/168.0, IoU = 0.62
Test. Epoch 1. Iter 79/168.0, IoU = 0.62
Test. Epoch 1. Iter 80/168.0, IoU = 0.62
Test. Epoch 1. Iter 81/168.0, IoU = 0.62
Test. Epoch 1. Iter 82/168.0, IoU = 0.63
Test. Epoch 1. Iter 83/168.0, IoU = 0.63
Test. Epoch 1. Iter 84/168.0, IoU = 0.63
Test. Epoch 1. Iter 85/168.0, IoU = 0.63
Test. Epoch 1. Iter 86/168.0, IoU = 0.63
Test. Epoch 1. Iter 87/168.0, IoU = 0.63
Test. Epoch 1. Iter 88/168.0, IoU = 0.63
Test. Epoch 1. Iter 89/168.0, IoU = 0.63
Test. Epoch 1. Iter 90/168.0, IoU = 0.64
Test. Epoch 1. Iter 91/168.0, IoU = 0.64
Test. Epoch 1. Iter 92/168.0, IoU = 0.64
Test. Epoch 1. Iter 93/168.0, IoU = 0.64
Test. Epoch 1. Iter 94/168.0, IoU = 0.64
Test. Epoch 1. Iter 95/168.0, IoU = 0.64
Test. Epoch 1. Iter 96/168.0, IoU = 0.65
Test. Epoch 1. Iter 97/168.0, IoU = 0.65
Test. Epoch 1. Iter 98/168.0, IoU = 0.65
Test. Epoch 1. Iter 99/168.0, IoU = 0.65
Test. Epoch 1. Iter 100/168.0, IoU = 0.65
Test. Epoch 1. Iter 101/168.0, IoU = 0.65
Test. Epoch 1. Iter 102/168.0, IoU = 0.65
Test. Epoch 1. Iter 103/168.0, IoU = 0.65
Test. Epoch 1. Iter 104/168.0, IoU = 0.65
Test. Epoch 1. Iter 105/168.0, IoU = 0.65
Test. Epoch 1. Iter 106/168.0, IoU = 0.65
Test. Epoch 1. Iter 107/168.0, IoU = 0.65
Test. Epoch 1. Iter 108/168.0, IoU = 0.65
